index,l(w),l(x),l(y),l(xy),l(yx),l(y*x),l(y\lefttriangle x),\mu_1,\mu_2,\mu_3,\mu_4,\mu_5,\delta(x_12),\delta(x_13),\delta(x_14),\delta(x_15),\delta(x_23),\delta(x_24),\delta(x_25),\delta(x_34),\delta(x_35),\delta(x_45),\delta(y^-1_12),\delta(y^-1_13),\delta(y^-1_14),\delta(y^-1_15),\delta(y^-1_23),\delta(y^-1_24),\delta(y^-1_25),\delta(y^-1_34),\delta(y^-1_35),\delta(y^-1_45),dimension,components
888,54,6,8,6,6,10,4,5,4,0,-4,-5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,30,15
889,40,5,7,6,8,10,5,5,1,0,-2,-4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,24,14
890,48,9,3,6,6,9,0,4,2,0,-1,-5,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,27,12
891,42,3,7,6,8,9,6,5,2,0,-3,-4,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,25,34
892,52,4,6,6,6,8,3,6,2,0,-3,-5,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,29,7
893,56,7,3,6,4,7,0,5,3,0,-3,-5,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,30,1
894,62,7,3,6,4,7,0,5,4,0,-3,-6,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,33,1
895,62,7,3,6,4,7,0,6,2,1,-3,-6,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,33,1
896,74,8,2,6,6,9,0,6,5,0,-5,-6,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,40,42
897,62,3,5,6,6,7,3,6,4,0,-4,-6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,34,12
898,58,7,3,6,8,9,0,6,2,0,-3,-5,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,33,20
899,44,3,7,6,8,9,6,4,3,1,-3,-5,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,25,14
900,60,6,8,6,6,10,4,5,4,2,-5,-6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,33,21
901,50,4,6,6,6,9,4,6,2,-1,-2,-5,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,28,15
902,44,5,7,6,8,10,4,4,3,0,-2,-5,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,26,27
903,32,5,7,6,4,10,3,4,1,0,-2,-3,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,18,1
904,54,4,8,6,6,10,5,6,3,0,-4,-5,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,30,9
905,64,4,2,6,4,5,1,6,5,-2,-4,-5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,34,1
906,60,5,5,6,6,8,2,5,4,1,-4,-6,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,33,10
907,58,4,4,6,8,8,2,5,4,0,-3,-6,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,33,102
908,52,5,3,6,8,8,1,5,2,0,-1,-6,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,30,54
909,64,1,5,6,6,6,5,6,5,0,-5,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,35,10
910,50,3,5,6,4,7,3,6,1,0,-1,-6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,27,1
911,42,7,3,6,8,9,0,5,1,-1,-2,-3,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,25,26
912,50,5,5,6,4,9,2,6,1,0,-2,-5,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,27,1
913,38,2,6,6,8,8,6,5,1,0,-2,-4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,23,25
914,52,5,3,6,6,7,2,4,3,1,-2,-6,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,29,3
915,46,0,6,6,6,6,6,6,1,0,-1,-6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,25,1
916,60,6,6,6,4,9,2,6,3,0,-3,-6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,32,1
917,42,4,6,6,4,8,3,4,2,1,-2,-5,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,23,1
918,46,3,7,6,4,8,4,6,2,-1,-3,-4,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,25,1
919,54,7,3,6,8,9,0,6,2,-1,-3,-4,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,31,74
920,54,7,3,6,8,9,0,6,1,0,-2,-5,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,31,24
921,70,7,1,6,8,8,0,6,3,2,-5,-6,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,39,39
922,54,4,6,6,4,8,3,6,3,-1,-3,-5,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,29,1
923,36,3,3,6,6,6,2,4,1,0,-1,-4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,20,1
924,52,2,4,6,4,5,3,5,3,1,-4,-5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,28,1
925,46,2,4,6,4,5,3,4,3,0,-1,-6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,25,1
926,42,3,7,6,8,9,6,4,3,0,-2,-5,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,25,29
927,72,7,1,6,8,8,0,6,4,1,-5,-6,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,40,109
928,64,2,4,6,4,5,3,6,4,1,-5,-6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,34,1
929,58,6,4,6,6,8,2,5,4,-1,-2,-6,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,32,21
930,46,6,2,6,8,8,0,5,1,0,-2,-4,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,27,61
931,56,6,4,6,6,8,2,5,3,1,-4,-5,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,31,25
932,56,5,5,6,8,9,3,6,3,-1,-3,-5,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,32,32
933,48,2,4,6,6,6,4,4,3,2,-4,-5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,27,17
934,56,5,5,6,6,8,2,5,3,1,-3,-6,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,31,9
935,64,6,4,6,6,8,1,6,3,1,-4,-6,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,35,29
936,38,2,6,6,6,7,5,5,1,0,-2,-4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,22,2
937,38,3,5,6,4,7,3,6,0,-1,-2,-3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,21,1
938,57,9,4,5,5,10,0,5,2,1,-2,-6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,31,5
939,63,9,4,5,5,10,0,6,2,1,-3,-6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,34,4
940,41,9,6,5,5,10,0,3,2,1,-1,-5,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,23,1
941,23,4,9,5,5,10,5,3,1,0,-1,-3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,14,1
942,31,5,2,5,5,6,1,3,1,0,-1,-3,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,18,5
943,39,5,2,5,5,6,1,4,2,-1,-2,-3,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,22,4
944,49,2,5,5,7,7,5,6,2,-1,-2,-5,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,28,36
945,39,9,4,5,5,9,0,3,2,0,-1,-4,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,22,6
946,53,6,9,5,5,10,4,6,2,1,-4,-5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,29,1
947,37,6,5,5,7,9,2,4,2,-1,-2,-3,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,21,3
948,55,8,3,5,5,8,0,6,1,0,-2,-5,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,30,6
949,61,9,6,5,5,10,1,5,3,2,-4,-6,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,33,5
950,47,6,5,5,7,9,2,4,3,0,-2,-5,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,27,8
951,41,5,6,5,9,10,4,5,1,0,-2,-4,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,24,42
952,39,5,6,5,9,10,4,6,0,-1,-2,-3,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,23,6
953,55,1,6,5,5,6,5,5,4,1,-4,-6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,30,6
954,47,4,3,5,7,7,1,4,2,1,-1,-6,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,27,26
955,61,3,4,5,5,6,2,6,5,-2,-4,-5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,33,1
956,57,5,4,5,9,9,1,6,2,1,-4,-5,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,33,40
957,65,4,3,5,7,7,1,6,5,-2,-3,-6,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,36,7
958,41,3,8,5,5,9,5,6,1,-1,-2,-4,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,23,4
959,53,7,6,5,7,10,1,6,3,-2,-3,-4,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,30,9
960,53,3,2,5,5,5,2,5,3,0,-3,-5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,2
961,53,7,2,5,7,8,0,4,3,0,-1,-6,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,30,36
962,49,4,7,5,5,9,4,5,3,0,-3,-5,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,27,1
963,51,4,1,5,5,5,0,5,3,-1,-3,-4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,28,2
964,61,7,4,5,9,10,0,5,4,0,-3,-6,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,35,90
965,59,4,1,5,5,5,0,6,3,-1,-3,-5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,32,3
966,45,0,5,5,5,5,5,4,3,2,-4,-5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,25,2
967,57,2,3,5,5,5,3,6,3,-1,-2,-6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,31,4
968,61,7,2,5,7,8,0,6,3,-1,-3,-5,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,34,54
969,55,5,2,5,7,7,0,6,2,-1,-2,-5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,31,20
970,53,6,5,5,9,10,1,5,3,0,-3,-5,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,31,90
971,49,2,3,5,5,5,2,4,3,2,-4,-5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,27,1
972,41,3,6,5,5,7,4,5,2,-1,-2,-4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,23,1
973,39,3,6,5,5,7,4,5,1,0,-2,-4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,22,1
974,34,2,8,8,8,9,7,6,0,-1,-2,-3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,20,2
975,52,2,6,8,6,7,5,6,3,-1,-3,-5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,29,3
976,52,4,6,8,6,8,3,5,3,1,-4,-5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,29,1
977,68,8,2,8,8,9,0,6,3,1,-4,-6,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,38,190
978,14,2,8,8,10,10,7,2,1,0,-1,-2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,11,1
979,34,3,7,8,8,9,5,5,1,-1,-2,-3,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,20,4
980,54,7,1,8,6,7,0,5,2,0,-2,-5,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,30,12
981,44,0,8,8,8,8,8,6,1,0,-1,-6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,25,36
982,42,0,8,8,8,8,8,5,2,1,-3,-5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,24,5
983,50,6,4,8,8,9,0,5,3,-1,-3,-4,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,28,8
984,62,5,5,8,8,9,1,6,5,-2,-4,-5,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,35,38
985,58,3,7,8,10,10,6,6,5,-2,-4,-5,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,34,39
986,62,7,3,8,6,8,0,5,4,0,-3,-6,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,34,15
987,60,7,3,8,6,8,0,5,4,-1,-2,-6,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,33,24
988,62,9,1,8,10,10,0,5,4,-1,-3,-5,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,36,155
989,54,4,6,8,8,9,5,6,3,-1,-3,-5,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,31,18
990,36,3,7,8,10,10,6,4,2,0,-2,-4,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,23,10
991,66,8,0,8,8,8,0,6,4,-2,-3,-5,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,37,180
992,52,6,2,8,6,7,1,4,3,0,-1,-6,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,29,24
993,50,9,3,8,6,9,0,4,2,1,-2,-5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,28,12
994,36,5,5,8,8,9,3,4,1,0,-1,-4,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,22,24
995,64,9,3,8,6,9,0,6,2,1,-3,-6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,35,25
996,60,7,3,8,8,9,1,5,3,1,-3,-6,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,34,122
997,60,9,3,8,6,9,0,6,2,0,-3,-5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,33,20
998,56,4,6,8,8,9,5,5,3,2,-4,-6,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,31,10
999,64,7,1,8,8,8,0,6,4,-2,-3,-5,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,36,135
1000,45,2,9,7,9,10,8,6,3,-2,-3,-4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,26,20
1001,53,6,5,7,5,8,2,4,3,2,-3,-6,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,29,3
1002,51,6,5,7,5,8,2,5,2,1,-3,-5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,28,2
1003,57,8,1,7,7,8,0,5,3,-1,-2,-5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,32,80
1004,47,8,3,7,9,10,0,4,2,0,-1,-5,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,28,41
1005,47,5,8,7,5,9,4,5,2,1,-3,-5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,26,2
1006,55,5,6,7,5,8,2,5,4,-1,-2,-6,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,30,4
1007,59,7,4,7,5,9,1,5,3,1,-3,-6,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,32,7
1008,53,4,7,7,7,9,5,6,2,0,-2,-6,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,30,20
1009,51,7,6,7,5,10,2,5,2,0,-1,-6,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,28,7
1010,49,8,3,7,5,10,0,5,1,0,-1,-5,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,27,7
1011,55,5,6,7,5,9,3,6,2,1,-4,-5,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,30,1
1012,69,10,3,7,7,10,0,6,4,-1,-3,-6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,38,45
1013,55,8,3,7,5,10,0,6,1,0,-2,-5,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,30,8
1014,47,7,6,7,5,10,2,5,2,0,-3,-4,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,26,7
1015,59,5,6,7,5,9,3,6,3,0,-3,-6,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,32,3
1016,41,5,6,7,5,8,3,5,1,0,-2,-4,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,23,2
1017,51,5,4,7,5,7,2,5,2,0,-1,-6,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,28,3
1018,43,1,8,7,9,9,8,4,3,2,-4,-5,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,26,6
1019,59,8,1,7,9,9,0,4,3,2,-3,-6,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,34,80
1020,47,2,5,7,5,6,4,5,2,1,-3,-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,26,1
1021,47,4,3,7,5,6,1,4,2,1,-1,-6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,26,4
1022,51,4,3,7,5,6,1,5,3,-1,-2,-5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,28,5
1023,55,3,6,7,5,7,4,6,2,1,-3,-6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,30,5
1024,49,4,5,7,5,7,2,4,3,1,-2,-6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,27,4
1025,55,1,8,7,9,9,8,6,4,-1,-3,-6,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,32,115
1026,45,6,3,7,7,8,0,4,2,1,-3,-4,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,26,20
1027,43,3,6,7,5,7,4,4,2,1,-1,-6,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,24,3
1028,37,0,7,7,7,7,7,5,1,0,-1,-5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,21,3
1029,73,7,2,7,7,8,0,6,5,0,-5,-6,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,40,27
1030,59,6,3,7,5,7,0,6,2,0,-2,-6,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,32,4
1031,43,1,6,7,5,6,5,4,3,1,-3,-5,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,24,1
1032,38,0,6,6,6,6,6,5,1,0,-1,-5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,22,9
1033,40,2,8,6,6,9,6,4,2,1,-1,-6,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,23,3
1034,54,9,5,6,6,10,0,5,2,1,-3,-5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,30,20
1035,46,4,8,6,6,10,5,5,3,-1,-2,-5,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,26,12
1036,56,8,6,6,6,10,1,5,4,-1,-3,-5,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,31,12
1037,34,4,8,6,6,10,5,3,2,1,-1,-5,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,20,8
1038,56,8,6,6,6,10,1,5,3,0,-2,-6,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,31,24
1039,60,2,8,6,6,9,6,6,4,1,-5,-6,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,33,7
1040,68,9,5,6,6,10,0,6,3,2,-5,-6,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,37,20
1041,52,6,6,6,6,9,2,6,2,-1,-2,-5,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,29,12
1042,60,7,5,6,6,10,1,6,4,-2,-3,-5,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,33,10
1043,58,8,2,6,6,8,0,4,3,2,-3,-6,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,32,16
1044,64,8,2,6,6,9,0,6,3,0,-4,-5,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,35,20
1045,60,3,5,6,6,7,4,6,5,-2,-4,-5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,33,4
1046,72,10,4,6,6,10,0,6,5,-1,-4,-6,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,39,6
1047,62,9,3,6,6,10,0,5,4,-1,-2,-6,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,34,35
1048,64,6,2,6,6,7,0,6,3,0,-3,-6,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,35,30
1049,46,2,6,6,6,7,5,5,4,-2,-3,-4,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,26,2
1050,70,9,3,6,6,10,0,6,4,0,-4,-6,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,38,33
1051,47,1,8,7,7,8,7,5,3,0,-2,-6,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,27,21
1052,63,7,0,7,7,7,0,5,4,0,-4,-5,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,35,40
1053,50,7,5,6,6,9,2,4,3,0,-1,-6,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,28,10
1054,50,7,7,6,6,10,3,4,3,1,-2,-6,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,28,20
1055,58,6,6,6,6,10,3,5,3,2,-4,-6,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,32,8
1056,18,5,7,6,6,10,4,2,1,0,-1,-2,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,12,3
1057,24,9,5,6,6,10,1,2,1,0,-1,-2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,15,8
1058,30,6,8,6,6,10,4,3,2,0,-2,-3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,18,5
1059,44,8,2,6,6,8,0,5,1,-1,-2,-3,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,25,10
1060,54,9,3,6,6,10,0,4,3,1,-3,-5,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,30,12
1061,50,6,8,6,6,10,4,5,2,1,-2,-6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,28,20
1062,40,8,6,6,6,10,2,5,1,-1,-2,-3,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,23,5
1063,40,7,7,6,6,10,3,3,2,1,0,-6,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,23,18
1064,52,4,4,6,6,7,1,6,3,-2,-3,-4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,29,9
1065,44,2,6,6,6,7,5,4,3,0,-1,-6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,25,24
1066,44,1,5,6,6,6,5,4,3,0,-1,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,25,24
1067,48,1,5,6,6,6,5,4,3,2,-3,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,27,4
1068,54,4,4,6,6,7,1,6,2,0,-3,-5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,30,32
1069,42,6,0,6,6,6,0,4,2,-1,-2,-3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,24,8
1070,50,5,3,6,6,7,0,4,3,0,-1,-6,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,28,7
1071,58,5,1,6,6,6,0,5,3,0,-2,-6,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,32,10
1072,60,6,2,6,6,7,0,5,4,0,-4,-5,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,33,2
1073,54,5,1,6,6,6,0,6,1,0,-2,-5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,20
1074,42,4,4,6,6,7,1,4,2,0,-1,-5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,24,12
1075,36,2,6,6,6,7,5,3,2,1,0,-6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,21,10
